"candidate","year","state","office","district","stage","special","party","writein","first_name","last_name","candidatevotes","totalvotes"
"Bill Green",1990,"New York","US House","15","gen",FALSE,"republican",FALSE,"Bill","Green",52919,107522
"Bill Green",1992,"New York","US House","14","gen",FALSE,"republican",FALSE,"Bill","Green",97215,238720
"Bill Grutzmacher",2000,"Nevada","US Senate","statewide","gen",FALSE,"citizens first",FALSE,"Bill","Grutzmacher",1579,600776
"Bill Gunter",1980,"Florida","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Bill","Gunter",1705409,3528028
"Bill Hammons",2014,"Colorado","US Senate","statewide","gen",FALSE,"unity party of colorado",FALSE,"Bill","Hammons",6427,2041058
"Bill Hammons",2016,"Colorado","US Senate","statewide","gen",FALSE,"unity party of colorado",FALSE,"Bill","Hammons",9336,2743023
"Bill Harris",1982,"New Jersey","US House","4","gen",FALSE,"libertarian",FALSE,"Bill","Harris",662,162595
"Bill Hastings",2006,"Missouri","US House","9","gen",FALSE,"progressive",FALSE,"Bill","Hastings",2487,242671
"Bill Hatch",1992,"New Hampshire","US House","2","gen",FALSE,"republican",FALSE,"Bill","Hatch",91126,255088
"Bill Hedrick",2008,"California","US House","44","gen",FALSE,"democrat",FALSE,"Bill","Hedrick",123890,253827
"Bill Hedrick",2010,"California","US House","44","gen",FALSE,"democrat",FALSE,"Bill","Hedrick",85784,193266
"Bill Heller",1984,"Idaho","US House","1","gen",FALSE,"democrat",FALSE,"Bill","Heller",63591,202676
"Bill Hill",1976,"California","US House","21","gen",FALSE,"peace and freedom",FALSE,"Bill","Hill",7178,153109
"Bill Hill",1978,"California","US House","21","gen",FALSE,"peace and freedom",FALSE,"Bill","Hill",5750,124138
"Bill Holmes",1992,"California","US House","51","gen",FALSE,"libertarian",FALSE,"Bill","Holmes",10309,252995
"Bill Holmes",1994,"California","US House","51","gen",FALSE,"libertarian",FALSE,"Bill","Holmes",6968,206988
